ID объекта;Район;Тип планировки;Количество комнат;Первый/Последний этаж;Общая площадь (м2);Жилая площадь (м2);Площадь кухни (м2);Наличие агенства;Состояние;Стоимость (т.руб.)
935;Ленинский;хрущевка;2;ИСТИНА;44;30;6;ИСТИНА;2;1200
936;Ленинский;хрущевка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;4;1270
939;Правобережный;хрущевка;2;ИСТИНА;43;30;7;ИСТИНА;4;2800
944;Ленинский;сталинка;2;ИСТИНА;60;33;9;ЛОЖЬ;3;1700
945;Орджоникидзевский;брежневка;2;ИСТИНА;51;32;6;ЛОЖЬ;3;1350
952;Правобережный;брежневка;2;ЛОЖЬ;56;36;8;ЛОЖЬ;4;1600
955;Орджоникидзевский;Улучшенная;2;ИСТИНА;49;29;8;ЛОЖЬ;3;1310
959;Правобережный;брежневка;2;ЛОЖЬ;47;34;6;ЛОЖЬ;3;1300
960;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;52;32;9;ЛОЖЬ;4;1650
963;Правобережный;Нестандартная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1700
964;Правобережный;брежневка;2;ИСТИНА;47;31;6;ЛОЖЬ;3;1280
974;Орджоникидзевский;брежневка;2;ЛОЖЬ;38;26;6;ИСТИНА;3;1050
975;Правобережный;хрущевка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1220
978;Ленинский;Нестандартная;2;ИСТИНА;49;37;11;ИСТИНА;4;1250
981;Ленинский;сталинка;2;ЛОЖЬ;60;36;9;ИСТИНА;3;1650
982;Ленинский;сталинка;2;ЛОЖЬ;66;34;18;ЛОЖЬ;5;2100
986;Орджоникидзевский;брежневка;2;ИСТИНА;51;32;6;ЛОЖЬ;3;1350
994;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;58;38;9;ЛОЖЬ;4;1720
995;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;48;30;9;ЛОЖЬ;4;1450
1005;Правобережный;брежневка;2;ИСТИНА;45;30;6;ЛОЖЬ;4;1300
1008;Правобережный;брежневка;2;ИСТИНА;44;30;6;ИСТИНА;5;1280
1010;Ленинский;сталинка;2;ЛОЖЬ;47;30;7;ЛОЖЬ;4;1200
1012;Ленинский;сталинка;2;ИСТИНА;63;42;8;ИСТИНА;4;1990
1016;Правобережный;хрущевка;2;ИСТИНА;45;31;9;ЛОЖЬ;3;1200
1018;Ленинский;хрущевка;2;ИСТИНА;44;28;6;ЛОЖЬ;4;880
1019;Ленинский;сталинка;2;ЛОЖЬ;52;32;6;ЛОЖЬ;5;1850
1020;Ленинский;хрущевка;2;ИСТИНА;40;27;5;ЛОЖЬ;4;850
1021;Ленинский;брежневка;2;ЛОЖЬ;45;28;6;ЛОЖЬ;4;1350
1022;Правобережный;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;4;1200
1023;Правобережный;брежневка;2;ЛОЖЬ;54;34;8;ИСТИНА;4;1490
1037;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;32;9;ЛОЖЬ;3;1600
1040;Ленинский;сталинка;2;ИСТИНА;50;28;8;ЛОЖЬ;4;1520
1041;Правобережный;брежневка;2;ЛОЖЬ;44;26;6;ЛОЖЬ;4;1150
1042;Ленинский;хрущевка;2;ЛОЖЬ;46;28;6;ЛОЖЬ;3;1260
1044;Правобережный;брежневка;2;ЛОЖЬ;43;30;6;ЛОЖЬ;3;1450
1045;Правобережный;брежневка;2;ИСТИНА;43;31;6;ЛОЖЬ;3;1310
1059;Ленинский;сталинка;2;ИСТИНА;53;29;12;ЛОЖЬ;4;1700
1062;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;8;ЛОЖЬ;3;1500
1064;Ленинский;сталинка;2;ЛОЖЬ;51;32;6;ЛОЖЬ;4;1620
1065;Ленинский;сталинка;2;ЛОЖЬ;50;28;8;ИСТИНА;4;1520
1066;Правобережный;Улучшенная;2;ЛОЖЬ;49;29;9;ЛОЖЬ;3;1500
1069;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
1077;Правобережный;хрущевка;2;ИСТИНА;44;29;6;ЛОЖЬ;4;1350
1080;Ленинский;сталинка;2;ИСТИНА;60;35;10;ЛОЖЬ;3;1380
1081;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;52;28;12;ЛОЖЬ;4;1390
1083;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;32;8;ЛОЖЬ;4;1640
1085;Правобережный;хрущевка;2;ЛОЖЬ;45;30;6;ИСТИНА;5;1390
1086;Ленинский;сталинка;2;ИСТИНА;53;29;12;ЛОЖЬ;4;1700
1087;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;48;30;9;ЛОЖЬ;5;1660
1092;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1430
1097;Орджоникидзевский;Нестандартная;2;ИСТИНА;78;39;10;ЛОЖЬ;3;1700
1099;Орджоникидзевский;Улучшенная;2;ИСТИНА;58;36;9;ЛОЖЬ;4;1800
1101;Правобережный;Улучшенная;2;ИСТИНА;60;36;8;ЛОЖЬ;4;1900
1104;Правобережный;сталинка;2;ИСТИНА;53;31;9;ЛОЖЬ;4;1530
1108;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;57;41;9;ИСТИНА;4;1750
1111;Правобережный;хрущевка;2;ЛОЖЬ;46;31;6;ЛОЖЬ;3;1200
1112;Орджоникидзевский;брежневка;2;ИСТИНА;46;31;6;ЛОЖЬ;4;1450
1119;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;32;9;ИСТИНА;5;1750
1121;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;3;1500
1125;Ленинский;Нестандартная;2;ЛОЖЬ;47;28;16;ЛОЖЬ;3;1400
1127;Ленинский;сталинка;2;ИСТИНА;47;28;6;ЛОЖЬ;5;1150
1129;Правобережный;брежневка;2;ЛОЖЬ;47;34;6;ЛОЖЬ;3;1300
1131;Орджоникидзевский;Улучшенная;2;ИСТИНА;54;30;9;ИСТИНА;4;1530
1134;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;3;1600
1141;Орджоникидзевский;Нестандартная;2;ИСТИНА;75;36;16;ЛОЖЬ;4;2200
1143;Ленинский;хрущевка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;4;1270
1146;Орджоникидзевский;сталинка;2;ИСТИНА;55;34;9;ЛОЖЬ;4;1700
1147;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1400
1148;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;69;38;14;ЛОЖЬ;4;2180
1152;Правобережный;Нестандартная;2;ЛОЖЬ;51;30;9;ИСТИНА;4;1800
1155;Орджоникидзевский;Улучшенная;2;ИСТИНА;52;36;9;ЛОЖЬ;3;1350
1159;Орджоникидзевский;свердловский вариант;2;ИСТИНА;54;32;8;ИСТИНА;4;1550
1162;Орджоникидзевский;сталинка;2;ИСТИНА;53;33;6;ИСТИНА;3;1050
1166;Ленинский;сталинка;2;ЛОЖЬ;54;32;9;ЛОЖЬ;3;1750
1168;Ленинский;сталинка;2;ИСТИНА;53;32;6;ЛОЖЬ;3;1000
1170;Ленинский;сталинка;2;ИСТИНА;50;32;7;ИСТИНА;4;1130
1172;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
1175;Ленинский;хрущевка;2;ЛОЖЬ;40;28;6;ЛОЖЬ;3;1280
1180;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;65;36;13;ИСТИНА;3;1800
1182;Ленинский;хрущевка;2;ЛОЖЬ;46;28;6;ЛОЖЬ;3;1260
1183;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1510
1187;Ленинский;хрущевка;2;ЛОЖЬ;41;29;6;ИСТИНА;4;1260
1192;Ленинский;свердловский вариант;2;ЛОЖЬ;52;29;7;ЛОЖЬ;3;1500
1195;Правобережный;Нестандартная;2;ИСТИНА;54;34;12;ЛОЖЬ;4;2000
1197;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1300
1201;Правобережный;Улучшенная;2;ИСТИНА;60;36;8;ЛОЖЬ;5;1900
1202;Ленинский;сталинка;2;ИСТИНА;42;28;6;ЛОЖЬ;3;1400
1203;Орджоникидзевский;Нестандартная;2;ИСТИНА;49;28;8;ИСТИНА;3;1450
1204;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1400
1208;Правобережный;хрущевка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1220
1210;Орджоникидзевский;брежневка;2;ИСТИНА;46;31;6;ЛОЖЬ;4;1400
1216;Ленинский;сталинка;2;ЛОЖЬ;51;34;7;ИСТИНА;3;980
1218;Ленинский;хрущевка;2;ЛОЖЬ;46;30;6;ЛОЖЬ;4;1300
1220;Правобережный;брежневка;2;ЛОЖЬ;45;30;6;ЛОЖЬ;4;1280
1221;Правобережный;Нестандартная;2;ЛОЖЬ;64;30;9;ЛОЖЬ;4;2100
1224;Ленинский;сталинка;2;ЛОЖЬ;50;32;8;ЛОЖЬ;5;1750
1230;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;73;36;16;ЛОЖЬ;4;2200
1231;Правобережный;хрущевка;2;ЛОЖЬ;42;28;6;ЛОЖЬ;3;1250
1241;Ленинский;брежневка;2;ИСТИНА;61;45;7;ЛОЖЬ;4;1660
1245;Орджоникидзевский;свердловский вариант;2;ИСТИНА;52;32;9;ЛОЖЬ;5;1790
1246;Ленинский;сталинка;2;ЛОЖЬ;54;31;9;ЛОЖЬ;3;1750
1249;Ленинский;сталинка;2;ЛОЖЬ;54;33;8;ИСТИНА;2;1400
1257;Правобережный;Улучшенная;2;ИСТИНА;50;29;8;ЛОЖЬ;3;1400
1258;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;35;14;ИСТИНА;4;2200
1262;Ленинский;сталинка;2;ЛОЖЬ;59;33;10;ЛОЖЬ;4;1700
1268;Правобережный;брежневка;2;ИСТИНА;44;30;6;ИСТИНА;5;1280
1274;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;31;8;ЛОЖЬ;4;1600
1277;Орджоникидзевский;Улучшенная;2;ИСТИНА;51;29;8;ЛОЖЬ;5;1700
1281;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
1282;Ленинский;сталинка;2;ЛОЖЬ;51;34;8;ИСТИНА;4;1490
1284;Орджоникидзевский;Улучшенная;2;ИСТИНА;52;30;9;ЛОЖЬ;3;1550
1287;Ленинский;сталинка;2;ЛОЖЬ;60;36;9;ИСТИНА;3;1650
1289;Правобережный;брежневка;2;ЛОЖЬ;48;33;6;ЛОЖЬ;3;1400
1290;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1500
1291;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1550
1292;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;57;41;9;ИСТИНА;4;1750
1294;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1500
1300;Правобережный;брежневка;2;ЛОЖЬ;45;33;6;ЛОЖЬ;3;1330
1303;Орджоникидзевский;брежневка;2;ИСТИНА;46;31;6;ЛОЖЬ;4;1400
1305;Правобережный;брежневка;2;ЛОЖЬ;46;31;6;ИСТИНА;3;1300
1306;Ленинский;сталинка;2;ЛОЖЬ;52;32;5;ЛОЖЬ;3;1400
1308;Ленинский;сталинка;2;ИСТИНА;68;36;11;ЛОЖЬ;4;1650
1310;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;4;1600
1312;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;36;13;ЛОЖЬ;3;1800
1316;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;55;31;9;ЛОЖЬ;3;1620
1321;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
1325;Правобережный;брежневка;2;ЛОЖЬ;47;34;6;ЛОЖЬ;3;1300
1330;Ленинский;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;4;1000
1340;Орджоникидзевский;брежневка;2;ЛОЖЬ;53;35;8;ЛОЖЬ;4;1530
1342;Правобережный;Нестандартная;2;ИСТИНА;51;30;9;ЛОЖЬ;3;1670
1345;Правобережный;Нестандартная;2;ИСТИНА;65;34;17;ЛОЖЬ;3;1750
1346;Правобережный;брежневка;2;ИСТИНА;44;30;6;ИСТИНА;5;1280
1349;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;44;33;9;ЛОЖЬ;3;1550
1356;Ленинский;хрущевка;2;ЛОЖЬ;43;28;6;ЛОЖЬ;3;1200
1357;Ленинский;сталинка;2;ЛОЖЬ;51;32;6;ЛОЖЬ;4;1620
1358;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1500
1364;Правобережный;хрущевка;2;ЛОЖЬ;44;30;6;ЛОЖЬ;3;1350
1367;Ленинский;сталинка;2;ЛОЖЬ;49;29;9;ЛОЖЬ;3;1580
1368;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ИСТИНА;4;1470
1373;Орджоникидзевский;брежневка;2;ЛОЖЬ;44;31;6;ИСТИНА;4;1410
1374;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1550
1380;Правобережный;брежневка;2;ИСТИНА;45;27;6;ЛОЖЬ;3;1350
1384;Орджоникидзевский;брежневка;2;ИСТИНА;46;31;6;ЛОЖЬ;4;1450
1388;Ленинский;сталинка;2;ЛОЖЬ;67;37;14;ИСТИНА;4;1690
1391;Орджоникидзевский;Улучшенная;2;ИСТИНА;54;30;9;ЛОЖЬ;4;1550
1394;Правобережный;брежневка;2;ЛОЖЬ;41;27;6;ЛОЖЬ;3;1200
1398;Ленинский;сталинка;2;ИСТИНА;42;29;7;ЛОЖЬ;2;950
1400;Орджоникидзевский;брежневка;2;ЛОЖЬ;38;26;6;ИСТИНА;3;1200
1404;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
1405;Орджоникидзевский;брежневка;2;ЛОЖЬ;52;34;8;ЛОЖЬ;4;1550
1406;Правобережный;Нестандартная;2;ЛОЖЬ;73;42;2;ИСТИНА;3;2350
1412;Ленинский;сталинка;2;ЛОЖЬ;49;30;9;ИСТИНА;3;1580
1415;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1300
1416;Орджоникидзевский;брежневка;2;ИСТИНА;48;32;6;ЛОЖЬ;4;1350
1421;Ленинский;Нестандартная;2;ИСТИНА;57;35;9;ЛОЖЬ;3;1650
1424;Ленинский;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;4;980
1426;Ленинский;сталинка;2;ЛОЖЬ;49;29;9;ЛОЖЬ;3;1580
1427;Правобережный;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;3;1400
1440;Правобережный;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1450
1444;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
1445;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;58;37;8;ЛОЖЬ;4;1650
1446;Ленинский;Нестандартная;2;ИСТИНА;63;42;10;ЛОЖЬ;4;1392
1451;Правобережный;Улучшенная;2;ИСТИНА;50;29;9;ИСТИНА;3;1500
1452;Ленинский;Нестандартная;2;ЛОЖЬ;62;37;8;ИСТИНА;5;1620
1459;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;50;34;8;ИСТИНА;4;1700
1462;Ленинский;сталинка;2;ЛОЖЬ;52;32;5;ЛОЖЬ;3;1400
1463;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1570
1465;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;49;30;9;ЛОЖЬ;3;1550
1467;Ленинский;сталинка;2;ЛОЖЬ;52;32;5;ЛОЖЬ;3;1400
1470;Ленинский;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;4;1000
1475;Правобережный;брежневка;2;ИСТИНА;44;30;6;ЛОЖЬ;4;1300
1477;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;57;41;9;ИСТИНА;4;1750
1479;Правобережный;хрущевка;2;ЛОЖЬ;46;33;6;ЛОЖЬ;3;1400
1480;Правобережный;хрущевка;2;ЛОЖЬ;46;30;6;ЛОЖЬ;3;1250
1481;Правобережный;брежневка;2;ЛОЖЬ;45;27;6;ЛОЖЬ;4;1390
1485;Ленинский;сталинка;2;ИСТИНА;50;31;9;ЛОЖЬ;4;1450
1488;Ленинский;сталинка;2;ИСТИНА;56;33;8;ЛОЖЬ;3;1620
1491;Правобережный;хрущевка;2;ИСТИНА;44;29;6;ЛОЖЬ;4;1350
1496;Правобережный;хрущевка;2;ЛОЖЬ;44;28;6;ЛОЖЬ;4;1250
1498;Орджоникидзевский;брежневка;2;ИСТИНА;42;27;6;ЛОЖЬ;3;1290
1504;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ЛОЖЬ;3;1530
1508;Ленинский;сталинка;2;ИСТИНА;62;36;6;ЛОЖЬ;5;1700
1510;Ленинский;сталинка;2;ЛОЖЬ;55;34;9;ЛОЖЬ;3;1500
1511;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;3;1500
1514;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;32;9;ЛОЖЬ;3;1600
1515;Правобережный;хрущевка;2;ЛОЖЬ;45;29;6;ИСТИНА;4;1300
1517;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1790
1518;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
1520;Ленинский;сталинка;2;ЛОЖЬ;53;34;7;ИСТИНА;3;1590
1521;Ленинский;сталинка;2;ИСТИНА;42;28;6;ЛОЖЬ;3;1400
1523;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;52;30;9;ИСТИНА;4;1650
1525;Правобережный;хрущевка;2;ИСТИНА;45;29;7;ЛОЖЬ;3;1300
1527;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;43;9;ИСТИНА;5;1700
1533;Ленинский;сталинка;2;ИСТИНА;50;32;7;ИСТИНА;4;1470
1538;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;52;28;12;ИСТИНА;4;1390
1539;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;49;29;8;ИСТИНА;4;2050
1545;Ленинский;сталинка;2;ИСТИНА;60;33;9;ЛОЖЬ;3;1700
1547;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ЛОЖЬ;4;1550
1548;Ленинский;хрущевка;2;ЛОЖЬ;46;30;6;ЛОЖЬ;4;1300
1549;Ленинский;брежневка;2;ЛОЖЬ;45;30;6;ЛОЖЬ;4;1200
1558;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
1565;Ленинский;сталинка;2;ИСТИНА;42;28;6;ЛОЖЬ;3;1400
1567;Орджоникидзевский;Улучшенная;2;ИСТИНА;49;29;8;ИСТИНА;4;2050
1570;Орджоникидзевский;брежневка;2;ЛОЖЬ;45;30;6;ИСТИНА;5;1350
1574;Правобережный;хрущевка;2;ИСТИНА;43;29;6;ЛОЖЬ;4;1200
1575;Правобережный;брежневка;2;ИСТИНА;47;30;6;ИСТИНА;4;1330
1577;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1450
1579;Правобережный;хрущевка;2;ЛОЖЬ;44;30;5;ЛОЖЬ;3;1300
1581;Орджоникидзевский;брежневка;2;ЛОЖЬ;46;34;6;ИСТИНА;4;1420
1582;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1550
1585;Ленинский;сталинка;2;ЛОЖЬ;58;32;14;ЛОЖЬ;5;1850
1592;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;58;40;10;ЛОЖЬ;5;1770
1597;Ленинский;хрущевка;2;ЛОЖЬ;40;28;6;ЛОЖЬ;4;1280
1598;Правобережный;хрущевка;2;ИСТИНА;44;29;6;ЛОЖЬ;4;1350
1599;Правобережный;брежневка;2;ИСТИНА;47;32;6;ЛОЖЬ;3;1280
1607;Ленинский;сталинка;2;ЛОЖЬ;52;32;5;ЛОЖЬ;3;1400
1608;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;55;31;9;ЛОЖЬ;4;1620
1609;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;58;34;9;ЛОЖЬ;3;1650
1610;Орджоникидзевский;Нестандартная;2;ИСТИНА;59;35;8;ИСТИНА;4;1600
1615;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;32;9;ЛОЖЬ;3;1600
1616;Ленинский;сталинка;2;ЛОЖЬ;59;33;10;ИСТИНА;4;1700
1620;Ленинский;хрущевка;2;ИСТИНА;41;28;6;ЛОЖЬ;3;1250
1621;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1800
1629;Ленинский;сталинка;2;ИСТИНА;62;36;6;ЛОЖЬ;5;1700
1631;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1450
1636;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
1638;Ленинский;сталинка;2;ИСТИНА;53;29;12;ЛОЖЬ;4;1700
1639;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;34;14;ИСТИНА;3;2200
1640;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;80;43;14;ИСТИНА;5;2550
1642;Ленинский;сталинка;2;ИСТИНА;56;32;9;ЛОЖЬ;5;1720
1644;Орджоникидзевский;брежневка;2;ИСТИНА;47;31;6;ЛОЖЬ;3;1350
1649;Ленинский;сталинка;2;ИСТИНА;62;36;8;ЛОЖЬ;4;1890
1650;Ленинский;сталинка;2;ЛОЖЬ;65;39;8;ЛОЖЬ;4;1650
1661;Правобережный;Улучшенная;2;ИСТИНА;50;30;8;ЛОЖЬ;3;1400
1663;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;48;30;9;ЛОЖЬ;4;1450
1664;Ленинский;сталинка;2;ЛОЖЬ;48;32;8;ИСТИНА;4;1450
1666;Ленинский;хрущевка;2;ЛОЖЬ;40;28;6;ЛОЖЬ;4;1250
1671;Правобережный;брежневка;2;ЛОЖЬ;47;33;6;ЛОЖЬ;3;1400
1677;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
1678;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;32;9;ЛОЖЬ;3;1600
1683;Ленинский;сталинка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;4;1350
1684;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;82;50;14;ИСТИНА;5;2500
1685;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;49;24;10;ИСТИНА;4;1540
1692;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1670
1696;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
1704;Ленинский;хрущевка;2;ИСТИНА;42;29;6;ИСТИНА;3;1250
1708;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;63;32;10;ИСТИНА;4;2100
1709;Правобережный;Нестандартная;2;ЛОЖЬ;73;42;12;ИСТИНА;3;2350
1710;Ленинский;брежневка;2;ЛОЖЬ;44;33;6;ИСТИНА;4;1250
1721;Правобережный;брежневка;2;ИСТИНА;42;27;6;ЛОЖЬ;4;1350
1723;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1510
1734;Ленинский;хрущевка;2;ЛОЖЬ;41;29;6;ИСТИНА;4;1250
1736;Правобережный;свердловский вариант;2;ЛОЖЬ;47;28;9;ИСТИНА;4;1650
1742;Ленинский;сталинка;2;ИСТИНА;51;34;7;ИСТИНА;3;980
1746;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;58;29;12;ИСТИНА;2;2200
1749;Ленинский;сталинка;2;ЛОЖЬ;44;33;7;ЛОЖЬ;4;900
1750;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;52;31;9;ЛОЖЬ;5;1570
1753;Ленинский;сталинка;2;ИСТИНА;50;29;10;ИСТИНА;4;1520
1755;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;3;1290
1758;Орджоникидзевский;хрущевка;2;ЛОЖЬ;55;32;10;ЛОЖЬ;5;1700
1759;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
1768;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;56;32;9;ИСТИНА;5;1630
1770;Орджоникидзевский;сталинка;2;ИСТИНА;62;44;10;ИСТИНА;5;1950
1772;Ленинский;сталинка;2;ИСТИНА;44;29;6;ЛОЖЬ;5;1320
1773;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1430
1774;Правобережный;брежневка;2;ИСТИНА;47;31;6;ЛОЖЬ;3;1280
1777;Ленинский;сталинка;2;ЛОЖЬ;60;32;12;ИСТИНА;5;2100
1778;Правобережный;хрущевка;2;ЛОЖЬ;44;30;6;ИСТИНА;4;1270
1781;Правобережный;хрущевка;2;ИСТИНА;45;30;6;ИСТИНА;4;1250
1783;Ленинский;хрущевка;2;ИСТИНА;42;29;6;ЛОЖЬ;4;1100
1790;Правобережный;хрущевка;2;ЛОЖЬ;44;31;6;ЛОЖЬ;3;1300
1792;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;3;1800
1794;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1500
1797;Ленинский;сталинка;2;ИСТИНА;70;35;11;ИСТИНА;3;1680
1803;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;85;45;17;ИСТИНА;5;2950
1804;Ленинский;брежневка;2;ИСТИНА;46;27;9;ЛОЖЬ;3;1100
1805;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1400
1808;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
1810;Правобережный;хрущевка;2;ЛОЖЬ;44;30;6;ЛОЖЬ;2;1200
1813;Ленинский;сталинка;2;ЛОЖЬ;68;37;8;ЛОЖЬ;3;1920
1816;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;4;1480
1820;Орджоникидзевский;брежневка;2;ИСТИНА;55;34;7;ИСТИНА;3;1550
1821;Ленинский;хрущевка;2;ЛОЖЬ;44;28;6;ЛОЖЬ;5;1250
1830;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;52;31;9;ЛОЖЬ;3;1500
1831;Правобережный;Улучшенная;2;ЛОЖЬ;60;36;8;ЛОЖЬ;5;1800
1835;Правобережный;хрущевка;2;ИСТИНА;45;33;6;ИСТИНА;3;1280
1836;Правобережный;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1470
1842;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;52;30;9;ИСТИНА;3;1670
1847;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
